Newsfeed Country,Newsfeed Country UNDPRegion,Newsfeed CountryISO,Newsfeed DateDisplay,Newsfeed Description,Newsfeed Description2,Newsfeed Entity,Newsfeed IncidentType,Newsfeed Language,Newsfeed Link,Newsfeed Source,Newsfeed Source Description,Newsfeed Source Url,Newsfeed Source2,Newsfeed Trajectory,Date FK,Newsfeed Latitude,Newsfeed Longitude,Newsfeed PK
Nigeria,Africa,NGA,12/17/2022 14:16,"Unpacking the conflagration in Central Africa (1): The Rwandan genocide, By Osmund Agbo",,"Laurent Kabila,World War,Paul Kagame,Cyprien Ntaryamira,Patriotic Front,Milton Obote,Encyclopedia Britannica,National Resistance Movement,Bill Clinton,Juvénal Habyarimana,Rwandan Patriotic Front,Yoweri Museveni,Mobutu Sese Seko,Théoneste Bagosora,First World War,Tito Okello,Security Council,UN Security Council,Resistance Movement",UNDP_Conflict,English,https://www.premiumtimesng.com/opinion/570972-unpacking-the-conflagration-in-central-africa-1-the-rwandan-genocide-by-osmund-agbo.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,premiumtimesng,,20221217,-1.94995,30.05885,20911
Nigeria,Africa,NGA,12/17/2022 14:16,"Unpacking the conflagration in Central Africa (1): The Rwandan genocide, By Osmund Agbo",,"Laurent Kabila,World War,Paul Kagame,Cyprien Ntaryamira,Patriotic Front,Milton Obote,Encyclopedia Britannica,National Resistance Movement,Bill Clinton,Juvénal Habyarimana,Rwandan Patriotic Front,Yoweri Museveni,Mobutu Sese Seko,Théoneste Bagosora,First World War,Tito Okello,Security Council,UN Security Council,Resistance Movement",UNDP_Genocide,English,https://www.premiumtimesng.com/opinion/570972-unpacking-the-conflagration-in-central-africa-1-the-rwandan-genocide-by-osmund-agbo.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,premiumtimesng,,20221217,-1.94995,30.05885,20912
Nigeria,Africa,NGA,12/17/2022 14:16,"Unpacking the conflagration in Central Africa (1): The Rwandan genocide, By Osmund Agbo",,"Laurent Kabila,World War,Paul Kagame,Cyprien Ntaryamira,Patriotic Front,Milton Obote,Encyclopedia Britannica,National Resistance Movement,Bill Clinton,Juvénal Habyarimana,Rwandan Patriotic Front,Yoweri Museveni,Mobutu Sese Seko,Théoneste Bagosora,First World War,Tito Okello,Security Council,UN Security Council,Resistance Movement",UNDP_TerroristAttack,English,https://www.premiumtimesng.com/opinion/570972-unpacking-the-conflagration-in-central-africa-1-the-rwandan-genocide-by-osmund-agbo.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,premiumtimesng,,20221217,-1.94995,30.05885,20913
Nigeria,Africa,NGA,12/17/2022 16:57,EXCLUSIVE: Over 20 people killed as terrorists kidnap entire male population of Zamfara community over missing rifles,,"Local Government Area,PREMIUM TIMES,Nigerian Army,Zamfara State Government,Muhammed Shehu,Nigerian government",UNDP_TerroristAttack,English,https://www.premiumtimesng.com/regional/nwest/570980-exclusive-over-20-people-killed-as-terrorists-kidnap-entire-male-population-of-zamfara-community-over-missing-rifles.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,premiumtimesng,,20221217,12.99082,7.60177,20914
Nigeria,Africa,NGA,12/17/2022 9:06,"Nnamdi Kanu disowns Ekpa, tells Igbo to ignore sit-at-home order",,"Simon Ekpa,Nnamdi Kanu,EU,Eastern Security Network,Federal Government",UNDP_Conflict,English,https://www.pulse.ng/news/local/ekpa-isnt-my-follower-ignore-sit-at-home-order-kanu-tells-igbo/09d8r2m,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,pulse,,20221217,60.16952,24.93545,20915
Nigeria,Africa,NGA,12/17/2022 13:51,Army ready for probe over alleged aborted pregnancies - Irabor,,"Defence Staff,Human Rights Commission,Boko Haram,Nigerian Army,Armed Forces,Nigerian military,Lucky Irabor,Federal Government,Tony Ojukwu",UNDP_Society,English,https://punchng.com/army-ready-for-probe-over-alleged-aborted-pregnancies-irabor/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,punchng,,20221217,9.05785,7.49508,20916
Nigeria,Africa,NGA,12/17/2022 2:49,Father alleges threat to life as daughters’ egg donation stirs controversy,,"Intelligence Department,David Oyedepo,Benson Idahosa",UNDP_Conflict,English,https://punchng.com/father-alleges-threat-to-life-as-daughters-egg-donation-stirs-controversy/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,punchng,,20221217,6.45407,3.39467,20917
Nigeria,Africa,NGA,12/17/2022 16:54,"Again, gunmen attack Imo court, burn documents",,"Electoral Commission,High Court,Local Government Area,Branch Chairman,State Police,Mike Abattam,Bar Association",UNDP_TerroristAttack,English,https://punchng.com/again-gunmen-attack-imo-court-burn-documents/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,punchng,,20221217,5.79565,7.03513,20918
Nigeria,Africa,NGA,12/17/2022 9:02,"Military Headquarters Asks Nigerian Human Rights Commission To Probe Reuters Report's Abortion, Infanticide Claims In North-East",,"Defence Staff,United Nations,Human Rights Commission,Boko Haram,António Guterres,Muhammadu Buhari,Nigerian military,Nigerian government,Lucky Irabor,Tony Ojukwu",UNDP_Society,English,https://saharareporters.com/2022/12/17/military-headquarters-asks-nigerian-human-rights-commission-probe-reuters-reports,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,saharareporters,,20221217,9.05785,7.49508,20919
Nigeria,Africa,NGA,12/17/2022 9:02,"Military Headquarters Asks Nigerian Human Rights Commission To Probe Reuters Report's Abortion, Infanticide Claims In North-East",,"Defence Staff,United Nations,Human Rights Commission,Boko Haram,António Guterres,Muhammadu Buhari,Nigerian military,Nigerian government,Lucky Irabor,Tony Ojukwu",UNDP_TerroristAttack,English,https://saharareporters.com/2022/12/17/military-headquarters-asks-nigerian-human-rights-commission-probe-reuters-reports,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,saharareporters,,20221217,9.05785,7.49508,20920
Nigeria,Africa,NGA,12/17/2022 16:23,On the attacks on INEC,,,UNDP_TerroristAttack,English,https://thenationonlineng.net/on-the-attacks-on-inec/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,thenationonlineng,,20221217,5.48363,7.03325,20921
Nigeria,Africa,NGA,12/17/2022 16:23,Sokoto PRP collapses its entire structure into APC,,"Progressives Congress,Alhaji Bello",UNDP_Society,English,https://thenationonlineng.net/sokoto-prp-collapses-its-entire-structure-into-apc/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,thenationonlineng,,20221217,13.06269,5.24322,20922
Nigeria,Africa,NGA,12/17/2022 14:09,IPOB’s ‘Sit at Home’ Garbage Must End,,"Osita Iheme,National Assembly,Walter Onnoghen,Electoral Commission,Simon Ekpa,High Court,State Police,Alex Ekwueme,Nnamdi Kanu,Finnish government,European Union,Federal University,Progressives Congress,Tonye Cole,Nigerian government",UNDP_TerroristAttack,English,https://www.thisdaylive.com/index.php/2022/12/17/ipobs-sit-at-home-garbage-must-end/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,thisdayonline,,20221217,6.44132,7.49883,20923
Nigeria,Africa,NGA,12/17/2022 6:29,"Defence chief calls for probe of alleged abortion of 10,000 Boko Haram pregnancies",,"Defence Staff,Human Rights Commission,ALSO READ,Boko Haram,Nigerian Army,Armed Forces,Lucky Irabor,Tony Ojukwu",UNDP_Society,English,https://tribuneonlineng.com/defence-chief-calls-for-probe-of-alleged-abortion-of-10000-boko-haram-pregnancies/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,tribuneonlineng,,20221217,9.05785,7.49508,20924
Nigeria,Africa,NGA,12/17/2022 14:11,Peru Protests: High-Level Talks Amid Deepening Crisis,,"Pedro Castillo,Dina Boluarte,BBC,José Ávila",UNDP_PoliticalUnrest,English,https://von.gov.ng/peru-protests-high-level-talks-amid-deepening-crisis/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,von,,20221217,-12.04318,-77.02824,20925
Nigeria,Africa,NGA,12/18/2022 21:24,Pelé : A Citizen of the World Pelé : A Citizen of the World,,"United Nations,World Cup,Edson Arantes,Thomas Edison,Muhammad Ali,Green Eagles,Andy Warhol",UNDP_Conflict,English,https://thenewsnigeria.com.ng/2022/12/18/pele-a-citizen-of-the-world/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,thenewsnigeria,,20221218,9.05785,7.49508,21481
Nigeria,Africa,NGA,12/19/2022 15:19,Nigerian troops kill scores of motorcycle-riding terrorists in Zamfara village,,"Local Government Area,Nigerian Army,Air Commodore,Air Force,Federal Government,Edward Gabkwet",UNDP_TerroristAttack,English,https://dailynigerian.com/nigerian-troops-kill-scores-2/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,dailynigerian,,20221219,12.05789,8.27309,22528
Nigeria,Africa,NGA,12/19/2022 15:51,"Three Jordan police, suspect in officer's death killed in raid",,"Abdul Razzaq,Khalil MAZRAAWI,Security Directorate,Abdullah II",UNDP_Conflict,English,https://guardian.ng/news/world/three-jordan-police-suspect-in-officers-death-killed-in-raid/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,guardian-ng,,20221219,31.95522,35.94503,22529
Nigeria,Africa,NGA,12/19/2022 15:51,"Three Jordan police, suspect in officer's death killed in raid",,"Abdul Razzaq,Khalil MAZRAAWI,Security Directorate,Abdullah II",UNDP_Security,English,https://guardian.ng/news/world/three-jordan-police-suspect-in-officers-death-killed-in-raid/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,guardian-ng,,20221219,31.95522,35.94503,22530
Nigeria,Africa,NGA,12/19/2022 16:07,Sudanese forces fire tear gas at rally against post-coup deal,,"Abdel Fattah,Abdel Fattah al-Burhan,Volker Perthes,Omar al-Bashir,Finance Minister,Gibril Ibrahim",UNDP_Conflict,English,https://guardian.ng/news/world/sudanese-forces-fire-tear-gas-at-rally-against-post-coup-deal/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,guardian-ng,,20221219,15.55177,32.53241,22531
Nigeria,Africa,NGA,12/19/2022 16:07,Sudanese forces fire tear gas at rally against post-coup deal,,"Abdel Fattah,Abdel Fattah al-Burhan,Volker Perthes,Omar al-Bashir,Finance Minister,Gibril Ibrahim",UNDP_Security,English,https://guardian.ng/news/world/sudanese-forces-fire-tear-gas-at-rally-against-post-coup-deal/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,guardian-ng,,20221219,15.55177,32.53241,22532
Nigeria,Africa,NGA,12/19/2022 17:00,IDPs In Nigeria’s Adamawa State Anticipate Resettlement,,"Local Government Area,IOM,United Nations,Boko Haram,International Organization for Migration,Babagana Zulum",UNDP_TerroristAttack,English,https://humanglemedia.com/idps-in-nigerias-adamawa-state-anticipate-resettlement/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,humangle,,20221219,9.05785,7.49508,22533
Nigeria,Africa,NGA,12/19/2022 5:49,"67 Days To Go . . . 2023 Elections Won’t Be Postponed, INEC Declares",,"Bayo Onanuga,Strategic Communications,Democratic Party,Atiku Abubakar,Muhammadu Buhari,Mahmoud Yakubu,Ibrahim Shekarau,Accountability Project,Electoral Commission,Bola Tinubu,Arise Television,Ahmed Tinubu,Peoples Democratic Party,To Go,Bola Ahmed Tinubu,National Assembly,Gani Fawehinmi,Kano Governor,International Covenant on Civil and Political Rights,State House,Festus Keyamo,Progressives Congress,Kolawole Oluwadare,The Independent,Dino Melaye",UNDP_Society,English,https://leadership.ng/67-days-to-go-2023-elections-wont-be-postponed-inec-declares/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,leadership,,20221219,6.45407,3.39467,22534
Nigeria,Africa,NGA,12/19/2022 7:42,"Henkel Visits Disabled Children’s Schools, Promotes Intl Volunteering Day",,"Human Resources,Government School,Municipal Government",UNDP_Society,English,https://leadership.ng/henkel-visits-disabled-childrens-schools-promotes-intl-volunteering-day/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,leadership,,20221219,7.37756,3.90591,22535
Nigeria,Africa,NGA,12/19/2022 22:51,"15 Die In Niger, Ondo Auto Crashes",,Toyota,UNDP_ManMadeDisasters,English,https://leadership.ng/15-die-in-niger-ondo-auto-crashes/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,leadership,,20221219,7.09316,4.83528,22536
Nigeria,Africa,NGA,12/19/2022 6:40,More Petrol Supply Disruptions Imminent As Crude Swap Deal Faces Hiccups,,"State Services,Ibrahim Musa,Marketers Association,Petroleum Exporting Countries,Christian Aid,OPEC,Auwal Ibrahim,Musa (Rafsanjani,Timipre Sylva",UNDP_ManMadeDisasters,English,https://leadership.ng/more-petrol-supply-disruptions-imminent-as-crude-swap-deal-faces-hiccups/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,leadership,,20221219,6.45407,3.39467,22537
Nigeria,Africa,NGA,12/19/2022 15:56,"Five women, children die as thousands rush for N5,000, clothes in Borno",,"Babagana Umara,Boko Haram,Umar Kachalla",UNDP_TerroristAttack,English,https://onlinenigeria.com/politics/84198-five-women-children-die-as-thousands-rush-for-n5000-clothes-in-borno.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,onlinenigeria,,20221219,3.86667,11.51667,22538
Nigeria,Africa,NGA,12/19/2022 7:29,Herders kill three in Benue attack,,Paul Hemba,UNDP_TerroristAttack,English,https://thenationonlineng.net/herders-kill-three-in-benue-attack/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,thenationonlineng,,20221219,7.73375,8.52139,22539
Nigeria,Africa,NGA,12/19/2022 7:34,NEMSA: Concrete Electric Pole Manufacturers Grew from 21 to 143 in Six Years,,"Nigerian Police,Siemens,Accreditation System,Electricity Regulatory Commission,Fire Service",UNDP_Security,English,https://www.thisdaylive.com/index.php/2022/12/19/nemsa-concrete-electric-pole-manufacturers-grew-from-21-to-143-in-six-years/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,thisdayonline,,20221219,9.05785,7.49508,22540
Nigeria,Africa,NGA,12/19/2022 16:49,Minister wants women intervention funds domiciled in Women Affairs Ministry,,"National Assembly,ALSO READ,Muhammadu Buhari,Women Development,Boko Haram,Women Affairs Ministry,covid,Leah Sharibu,World Bank,Pauline Tallen,Lai Mohammed,Progressives Congress,Federal Government",UNDP_Society,English,https://tribuneonlineng.com/minister-wants-women-intervention-funds-domiciled-in-women-affairs-ministry/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,tribuneonlineng,,20221219,9.05785,7.49508,22541
Nigeria,Africa,NGA,12/19/2022 7:54,NeFF targets zero electronic payment fraud,,"ALSO READ,Musa Jimoh",UNDP_TerroristAttack,English,https://tribuneonlineng.com/neff-targets-zero-electronic-payment-fraud/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,tribuneonlineng,,20221219,6.45407,3.39467,22542
Nigeria,Africa,NGA,12/19/2022 20:52,Dunni and Seinde Arigbede: Couple who live for tomorrow,,"Wole Soyinka,Ondo State Government,Students Union,UPN,radical,current events,Adekunle Ajasin,National Party",UNDP_Conflict,English,https://www.vanguardngr.com/2022/12/dunni-and-seinde-arigbede-couple-who-live-for-tomorrow/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,vanguardngr,,20221219,13.51366,2.1098,22543
Nigeria,Africa,NGA,12/20/2022 17:01,Here are the Challenges to Expect When Growing a Business,,,UNDP_ScienceandTechnology,English,https://www.businesstelegraph.co.uk/here-are-the-challenges-to-expect-when-growing-a-business/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,businesstelegraph,,20221220,,,23859
Nigeria,Africa,NGA,12/20/2022 0:33,Supercomputer predicts mass extinction by 2100 with a quarter of Earth’s species lost,,"Corey Bradshaw,Giovanni Strona,Intergovernmental Panel on Climate Change",UNDP_Ecology,English,https://www.businesstelegraph.co.uk/supercomputer-predicts-mass-extinction-by-2100-with-a-quarter-of-earths-species-lost/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,businesstelegraph,,20221220,-34.92866,138.59863,23860
Nigeria,Africa,NGA,12/20/2022 0:33,Supercomputer predicts mass extinction by 2100 with a quarter of Earth’s species lost,,"Corey Bradshaw,Giovanni Strona,Intergovernmental Panel on Climate Change",UNDP_ScienceandTechnology,English,https://www.businesstelegraph.co.uk/supercomputer-predicts-mass-extinction-by-2100-with-a-quarter-of-earths-species-lost/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,businesstelegraph,,20221220,-34.92866,138.59863,23861
Nigeria,Africa,NGA,12/20/2022 8:23,2023 rbi forecasts tech mahindra – Retail Banker International,,,UNDP_ScienceandTechnology,English,https://www.businesstelegraph.co.uk/2023-rbi-forecasts-tech-mahindra-retail-banker-international/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,businesstelegraph,,20221220,50.45466,30.5238,23862
Nigeria,Africa,NGA,12/20/2022 8:37,Nasa telescopes find two alien planets covered in water,,"NASA,Spitzer,Björn Benneke,Caroline Piaulet",UNDP_ScienceandTechnology,English,https://www.businesstelegraph.co.uk/nasa-telescopes-find-two-alien-planets-covered-in-water/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,businesstelegraph,,20221220,,,23863
Nigeria,Africa,NGA,12/20/2022 15:43,213 bodies of Zamfara bandits recovered after gun duel with Nigerian soldiers,,"Bello Matawalle,Local Government Area,Nigerian Army,Air Force",UNDP_Conflict,English,https://dailynigerian.com/bodies-zamfara-bandits/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,dailynigerian,,20221220,12.05789,8.27309,23864
Nigeria,Africa,NGA,12/20/2022 16:20,Kaduna PDP guber candidate Ashiru condemns Kaura attack,,"Democratic Party,Local Government Area,Isa Mohammed,Facebook,Sam Amadi,Peoples Democratic Party",UNDP_TerroristAttack,English,https://dailypost.ng/2022/12/20/kaduna-pdp-guber-candidate-ashiru-condemns-kaura-attack/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,dailypost,,20221220,10.52641,7.43879,23865
Nigeria,Africa,NGA,12/20/2022 8:50,Zamfara: Dansadau Emirate express worry over rising spate of banditry,,"Local Government Area,Alhaji Abubakar,Abubakar Ahmed",UNDP_TerroristAttack,English,https://dailypost.ng/2022/12/20/zamfara-dansadau-emirate-express-worry-over-rising-spate-of-banditry/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,dailypost,,20221220,12.17024,6.66412,23866
Nigeria,Africa,NGA,12/20/2022 8:50,"Bauchi Police neutralize 12 suspected bandits, kidnappers",,"Local Government Area,State Police,Ahmed Wakili",UNDP_Security,English,https://dailypost.ng/2022/12/20/bauchi-police-neutralize-12-suspected-bandits-kidnappers/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,dailypost,,20221220,10.31032,9.84388,23867
Nigeria,Africa,NGA,12/20/2022 16:28,"2023: INEC Chair speaks on money politics, leaks top secret",,"Electoral Commission,Mahmood Yakubu,Youth Party",UNDP_TerroristAttack,English,https://www.legit.ng/politics/1510584-2023-inec-chair-speaks-money-politics-leaks-top-secret/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,hausa-legit-ng,,20221220,5.48363,7.03325,23868
Nigeria,Africa,NGA,12/20/2022 7:56,Residents Excited Over Flag-off Of 32km Garkida-Dabna Road,,"Maj-Gen,Yusuf Buba,Nigeria Society,Muhammadu Buhari,Nigeria Limited,Paul Tarfa,Boss Mustapha",UNDP_TerroristAttack,English,https://leadership.ng/residents-excited-over-flag-off-of-32km-garkida-dabna-road/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,leadership,,20221220,9.90663,11.92753,23869
Nigeria,Africa,NGA,12/20/2022 8:49,#AbujaCycling2022: Promoting Wellness and Climate Action,,"Economic Forum,World Economic Forum",UNDP_ManMadeDisasters,English,https://leadership.ng/abujacycling2022-promoting-wellness-and-climate-action/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,leadership,,20221220,9.05785,7.49508,23870
